Feedback_ID,Case_ID,Rating
FB031716,CASE31717,3
FB045600,CASE45601,1
FB002935,CASE02936,5
FB016584,CASE16585,3
FB002232,CASE02233,2
FB003592,CASE03593,4
FB042985,CASE42986,5
FB036155,CASE36156,5
FB047066,CASE47067,4
FB038474,CASE38475,3
FB046637,CASE46638,5
FB035025,CASE35026,5
FB004216,CASE04217,5
FB020814,CASE20815,5
FB008508,CASE08509,5
FB030144,CASE30145,1
FB007279,CASE07280,5
FB031211,CASE31212,4
FB045193,CASE45194,4
FB043540,CASE43541,5
FB034182,CASE34183,5
FB043808,CASE43809,3
FB033601,CASE33602,4
FB030265,CASE30266,2
FB021327,CASE21328,5
FB001332,CASE01333,3
FB022872,CASE22873,1
FB015159,CASE15160,2
FB046012,CASE46013,4
FB000278,CASE00279,5
FB006646,CASE06647,5
FB026413,CASE26414,3
FB013902,CASE13903,5
FB006352,CASE06353,5
FB023335,CASE23336,4
FB049537,CASE49538,4
FB037824,CASE37825,3
FB006275,CASE06276,1
FB015599,CASE15600,3
FB022646,CASE22647,2
FB000374,CASE00375,5
FB027791,CASE27792,5
FB002087,CASE02088,3
FB038500,CASE38501,4
FB009440,CASE09441,4
FB016348,CASE16349,4
FB020820,CASE20821,5
FB025049,CASE25050,3
FB019079,CASE19080,3
FB014348,CASE14349,5
FB045239,CASE45240,3
FB004900,CASE04901,4
FB006514,CASE06515,4
FB026885,CASE26886,2
FB038585,CASE38586,5
FB001146,CASE01147,2
FB012959,CASE12960,3
FB030287,CASE30288,3
FB040759,CASE40760,4
FB012990,CASE12991,4
FB046398,CASE46399,3
FB024534,CASE24535,4
FB015017,CASE15018,4
FB049529,CASE49530,5
FB044835,CASE44836,5
FB027833,CASE27834,5
FB045036,CASE45037,4
FB045168,CASE45169,5
FB017598,CASE17599,2
FB010368,CASE10369,3
FB047655,CASE47656,1
FB010700,CASE10701,5
FB049323,CASE49324,1
FB034047,CASE34048,5
FB029367,CASE29368,4
FB007281,CASE07282,1
FB039355,CASE39356,5
FB005137,CASE05138,2
FB000396,CASE00397,3
FB020026,CASE20027,5
FB026032,CASE26033,5
FB045065,CASE45066,2
FB039507,CASE39508,5
FB012623,CASE12624,3
FB019175,CASE19176,4
FB049820,CASE49821,3
FB013391,CASE13392,4
FB004148,CASE04149,5
FB032710,CASE32711,4
FB041031,CASE41032,5
FB013206,CASE13207,5
FB047294,CASE47295,5
FB037989,CASE37990,3
FB019711,CASE19712,5
FB037293,CASE37294,5
FB043124,CASE43125,1
FB045924,CASE45925,3
FB013800,CASE13801,4
FB024349,CASE24350,4
FB029514,CASE29515,1
FB036556,CASE36557,2
FB027774,CASE27775,4
FB011778,CASE11779,5
FB035082,CASE35083,4
FB000398,CASE00399,3
FB007567,CASE07568,5
FB014501,CASE14502,2
FB027344,CASE27345,4
FB023030,CASE23031,5
FB046068,CASE46069,4
FB049262,CASE49263,3
FB035331,CASE35332,4
FB046846,CASE46847,1
FB004214,CASE04215,5
FB005183,CASE05184,3
FB015607,CASE15608,4
FB044776,CASE44777,3
FB013058,CASE13059,4
FB034282,CASE34283,5
FB019609,CASE19610,4
FB015699,CASE15700,4
FB049100,CASE49101,4
FB037681,CASE37682,3
FB006987,CASE06988,4
FB022698,CASE22699,2
FB005500,CASE05501,5
FB004815,CASE04816,1
FB047631,CASE47632,4
FB043042,CASE43043,4
FB004571,CASE04572,5
FB022451,CASE22452,4
FB025285,CASE25286,5
FB004183,CASE04184,3
FB042829,CASE42830,5
FB003602,CASE03603,4
FB000566,CASE00567,3
FB010962,CASE10963,5
FB023868,CASE23869,4
FB048977,CASE48978,2
FB047460,CASE47461,3
FB045712,CASE45713,5
FB018709,CASE18710,4
FB010575,CASE10576,4
FB006247,CASE06248,2
FB043046,CASE43047,5
FB015725,CASE15726,5
FB047336,CASE47337,4
FB034128,CASE34129,3
FB045155,CASE45156,1
FB032892,CASE32893,5
FB007605,CASE07606,3
FB006024,CASE06025,2
FB028659,CASE28660,5
FB023757,CASE23758,4
FB032744,CASE32745,5
FB025314,CASE25315,4
FB042798,CASE42799,3
FB001638,CASE01639,5
FB038834,CASE38835,5
FB019832,CASE19833,4
FB046070,CASE46071,5
FB017317,CASE17318,5
FB008993,CASE08994,2
FB041593,CASE41594,5
FB025272,CASE25273,1
FB003388,CASE03389,4
FB031579,CASE31580,3
FB047883,CASE47884,4
FB029456,CASE29457,5
FB009548,CASE09549,2
FB020196,CASE20197,5
FB038522,CASE38523,4
FB008686,CASE08687,4
FB030012,CASE30013,5
FB043588,CASE43589,1
FB036372,CASE36373,5
FB019730,CASE19731,5
FB034424,CASE34425,5
FB041373,CASE41374,5
FB024731,CASE24732,4
FB020552,CASE20553,4
FB008768,CASE08769,5
FB040618,CASE40619,4
FB046285,CASE46286,4
FB029494,CASE29495,5
FB030395,CASE30396,2
FB019926,CASE19927,5
FB004048,CASE04049,5
FB022613,CASE22614,4
FB030426,CASE30427,3
FB025943,CASE25944,4
FB042245,CASE42246,3
FB040448,CASE40449,4
FB031810,CASE31811,5
FB005764,CASE05765,5
FB005815,CASE05816,4
FB030047,CASE30048,4
FB007236,CASE07237,5
FB023038,CASE23039,3
FB041788,CASE41789,4
FB046409,CASE46410,3
FB015936,CASE15937,3
FB038935,CASE38936,4
FB009103,CASE09104,3
FB014302,CASE14303,5
FB026976,CASE26977,4
FB002679,CASE02680,3
FB013608,CASE13609,2
FB048691,CASE48692,5
FB007375,CASE07376,5
FB036889,CASE36890,3
FB002505,CASE02506,3
FB038283,CASE38284,5
FB021926,CASE21927,4
FB049395,CASE49396,3
FB023045,CASE23046,4
FB043895,CASE43896,3
FB015962,CASE15963,5
FB035878,CASE35879,5
FB019568,CASE19569,4
FB002714,CASE02715,5
FB015561,CASE15562,5
FB009697,CASE09698,4
FB028989,CASE28990,3
FB004770,CASE04771,3
FB009535,CASE09536,4
FB042244,CASE42245,2
FB037281,CASE37282,5
FB045747,CASE45748,4
FB022334,CASE22335,1
FB019664,CASE19665,4
FB015249,CASE15250,5
FB036226,CASE36227,4
FB017016,CASE17017,4
FB034125,CASE34126,3
FB031583,CASE31584,1
FB006375,CASE06376,4
FB043478,CASE43479,5
FB025202,CASE25203,4
FB015815,CASE15816,5
FB026770,CASE26771,5
FB016854,CASE16855,5
FB036261,CASE36262,4
FB000437,CASE00438,3
FB030223,CASE30224,4
FB007315,CASE07316,4
FB004928,CASE04929,3
FB024681,CASE24682,5
FB016933,CASE16934,3
FB005242,CASE05243,3
FB004471,CASE04472,3
FB019600,CASE19601,4
FB008047,CASE08048,3
FB028456,CASE28457,1
FB014299,CASE14300,4
FB031963,CASE31964,3
FB040464,CASE40465,3
FB013066,CASE13067,5
FB038881,CASE38882,4
FB017831,CASE17832,3
FB029106,CASE29107,2
FB047857,CASE47858,5
FB004235,CASE04236,3
FB044792,CASE44793,2
FB038704,CASE38705,3
FB008723,CASE08724,5
FB029117,CASE29118,5
FB020763,CASE20764,5
FB017510,CASE17511,5
FB033855,CASE33856,3
FB027239,CASE27240,4
FB009409,CASE09410,5
FB014521,CASE14522,4
FB020795,CASE20796,4
FB043578,CASE43579,1
FB037703,CASE37704,4
FB023658,CASE23659,4
FB037354,CASE37355,5
FB040519,CASE40520,5
FB024528,CASE24529,5
FB005826,CASE05827,5
FB009619,CASE09620,4
FB035905,CASE35906,2
FB034952,CASE34953,1
FB027902,CASE27903,4
FB017756,CASE17757,4
FB030880,CASE30881,5
FB022865,CASE22866,5
FB014206,CASE14207,4
FB034771,CASE34772,3
FB036434,CASE36435,5
FB049090,CASE49091,3
FB017255,CASE17256,4
FB011671,CASE11672,4
FB042572,CASE42573,4
FB046688,CASE46689,4
FB042310,CASE42311,4
FB029132,CASE29133,3
FB009048,CASE09049,4
FB002622,CASE02623,5
FB006334,CASE06335,3
FB025863,CASE25864,3
FB044212,CASE44213,1
FB045327,CASE45328,5
FB032433,CASE32434,5
FB041787,CASE41788,4
FB032871,CASE32872,4
FB017396,CASE17397,4
FB007573,CASE07574,1
FB047291,CASE47292,2
FB016612,CASE16613,5
FB024800,CASE24801,3
FB023637,CASE23638,4
FB007829,CASE07830,5
FB017836,CASE17837,3
FB008708,CASE08709,4
FB003108,CASE03109,5
FB001416,CASE01417,5
FB031769,CASE31770,4
FB015102,CASE15103,4
FB021704,CASE21705,5
FB031068,CASE31069,3
FB003495,CASE03496,5
FB037363,CASE37364,5
FB037248,CASE37249,4
FB030814,CASE30815,5
FB035106,CASE35107,3
FB014898,CASE14899,4
FB016721,CASE16722,3
FB039445,CASE39446,5
FB016701,CASE16702,5
FB017731,CASE17732,2
FB031506,CASE31507,3
FB015135,CASE15136,5
FB014658,CASE14659,5
FB037294,CASE37295,5
FB024135,CASE24136,4
FB034106,CASE34107,4
FB045763,CASE45764,4
FB040431,CASE40432,3
FB029616,CASE29617,4
FB048602,CASE48603,4
FB018136,CASE18137,4
FB046641,CASE46642,4
FB028078,CASE28079,4
FB049765,CASE49766,5
FB030840,CASE30841,4
FB022858,CASE22859,3
FB002496,CASE02497,5
FB043264,CASE43265,5
FB038609,CASE38610,4
FB015388,CASE15389,4
FB011115,CASE11116,4
FB033098,CASE33099,4
FB010484,CASE10485,4
FB044852,CASE44853,5
FB047335,CASE47336,3
FB013595,CASE13596,3
FB032636,CASE32637,4
FB005775,CASE05776,5
FB041700,CASE41701,4
FB046642,CASE46643,5
FB029498,CASE29499,3
FB044762,CASE44763,4
FB014934,CASE14935,3
FB045956,CASE45957,3
FB005148,CASE05149,3
FB040380,CASE40381,3
FB034050,CASE34051,1
FB006549,CASE06550,5
FB046891,CASE46892,5
FB047963,CASE47964,5
FB048993,CASE48994,5
FB009658,CASE09659,3
FB010994,CASE10995,4
FB034655,CASE34656,1
FB028738,CASE28739,1
FB012307,CASE12308,4
FB049978,CASE49979,5
FB030465,CASE30466,4
FB025303,CASE25304,4
FB042046,CASE42047,3
FB001109,CASE01110,5
FB048226,CASE48227,4
FB042034,CASE42035,1
FB006010,CASE06011,4
FB029237,CASE29238,4
FB007555,CASE07556,4
FB047956,CASE47957,3
FB020397,CASE20398,4
FB009299,CASE09300,4
FB000353,CASE00354,5
FB001133,CASE01134,5
FB045724,CASE45725,5
FB044380,CASE44381,4
FB032000,CASE32001,4
FB010944,CASE10945,3
FB022513,CASE22514,3
FB013983,CASE13984,3
FB003011,CASE03012,4
FB043600,CASE43601,5
FB042879,CASE42880,4
FB009229,CASE09230,5
FB032062,CASE32063,3
FB038715,CASE38716,5
FB018391,CASE18392,5
FB040713,CASE40714,4
FB039585,CASE39586,4
FB044506,CASE44507,4
FB029330,CASE29331,5
FB007640,CASE07641,5
FB012267,CASE12268,5
FB044040,CASE44041,4
FB018724,CASE18725,1
FB038357,CASE38358,1
FB040538,CASE40539,3
FB010044,CASE10045,5
FB002825,CASE02826,5
FB036328,CASE36329,3
FB026166,CASE26167,2
FB004032,CASE04033,3
FB015824,CASE15825,5
FB048013,CASE48014,3
FB002713,CASE02714,4
FB040692,CASE40693,3
FB013561,CASE13562,3
FB013151,CASE13152,4
FB034090,CASE34091,1
FB015465,CASE15466,4
FB017136,CASE17137,5
FB024632,CASE24633,5
FB025418,CASE25419,4
FB045604,CASE45605,3
FB002856,CASE02857,5
FB010085,CASE10086,5
FB005536,CASE05537,4
FB022566,CASE22567,3
FB048991,CASE48992,4
FB004077,CASE04078,5
FB018427,CASE18428,4
FB005981,CASE05982,4
FB049352,CASE49353,5
FB042776,CASE42777,3
FB009035,CASE09036,5
FB025672,CASE25673,3
FB031408,CASE31409,5
FB048741,CASE48742,4
FB011272,CASE11273,2
FB029008,CASE29009,5
FB042130,CASE42131,3
FB000479,CASE00480,4
FB016214,CASE16215,4
FB036552,CASE36553,1
FB031842,CASE31843,3
FB030187,CASE30188,5
FB000266,CASE00267,5
FB046779,CASE46780,1
FB028667,CASE28668,1
FB001090,CASE01091,3
FB044557,CASE44558,5
FB042739,CASE42740,5
FB039525,CASE39526,1
FB018342,CASE18343,1
FB042076,CASE42077,5
FB030578,CASE30579,4
FB003193,CASE03194,4
FB035963,CASE35964,5
FB030910,CASE30911,5
FB047877,CASE47878,5
FB002337,CASE02338,2
FB001197,CASE01198,3
FB046675,CASE46676,3
FB007778,CASE07779,4
FB009871,CASE09872,2
FB029595,CASE29596,4
FB030122,CASE30123,4
FB005134,CASE05135,5
FB014115,CASE14116,2
FB039949,CASE39950,3
FB020649,CASE20650,5
FB003007,CASE03008,4
FB038420,CASE38421,4
FB009568,CASE09569,2
FB010029,CASE10030,3
FB028825,CASE28826,5
FB016981,CASE16982,3
FB021022,CASE21023,4
FB030550,CASE30551,5
FB008934,CASE08935,4
FB042574,CASE42575,4
FB024316,CASE24317,3
FB024841,CASE24842,5
FB010568,CASE10569,1
FB026338,CASE26339,4
FB046412,CASE46413,4
FB040090,CASE40091,5
FB005510,CASE05511,5
FB034869,CASE34870,5
FB006339,CASE06340,5
FB043445,CASE43446,4
FB048298,CASE48299,5
FB048103,CASE48104,2
FB024646,CASE24647,5
FB006246,CASE06247,5
FB036772,CASE36773,5
FB002220,CASE02221,3
FB034104,CASE34105,4
FB033605,CASE33606,4
FB003930,CASE03931,3
FB022652,CASE22653,4
FB027359,CASE27360,1
FB007030,CASE07031,3
FB049136,CASE49137,4
FB000774,CASE00775,4
FB000573,CASE00574,3
FB044345,CASE44346,5
FB044088,CASE44089,4
FB001465,CASE01466,5
FB006167,CASE06168,2
FB003367,CASE03368,4
FB015307,CASE15308,5
FB003438,CASE03439,5
FB007492,CASE07493,4
FB024432,CASE24433,4
FB040725,CASE40726,4
FB036954,CASE36955,4
FB023146,CASE23147,4
FB010221,CASE10222,4
FB027789,CASE27790,5
FB038748,CASE38749,5
FB038673,CASE38674,5
FB048914,CASE48915,4
FB019085,CASE19086,3
FB043688,CASE43689,3
FB009771,CASE09772,3
FB034737,CASE34738,2
FB030390,CASE30391,4
FB006797,CASE06798,3
FB037270,CASE37271,3
FB027434,CASE27435,5
FB013400,CASE13401,4
FB000883,CASE00884,4
FB007303,CASE07304,3
FB045124,CASE45125,5
FB000874,CASE00875,1
FB045943,CASE45944,5
FB011458,CASE11459,1
FB023877,CASE23878,5
FB000011,CASE00012,3
FB027813,CASE27814,3
FB010713,CASE10714,3
FB046014,CASE46015,5
FB003645,CASE03646,4
FB010448,CASE10449,1
FB041968,CASE41969,4
FB003813,CASE03814,5
FB004523,CASE04524,4
FB007231,CASE07232,4
FB039423,CASE39424,3
FB046647,CASE46648,1
FB012547,CASE12548,5
FB010917,CASE10918,5
FB016904,CASE16905,3
FB039863,CASE39864,2
FB024728,CASE24729,2
FB012695,CASE12696,4
FB036114,CASE36115,3
FB029694,CASE29695,5
FB007528,CASE07529,5
FB028808,CASE28809,5
FB004756,CASE04757,5
FB030432,CASE30433,1
FB001108,CASE01109,3
FB011090,CASE11091,5
FB042876,CASE42877,5
FB028136,CASE28137,2
FB019860,CASE19861,3
FB008054,CASE08055,4
FB005886,CASE05887,5
FB044551,CASE44552,5
FB003542,CASE03543,5
FB008359,CASE08360,1
FB015074,CASE15075,5
FB040589,CASE40590,3
FB019528,CASE19529,5
FB002333,CASE02334,5
FB037768,CASE37769,2
FB037791,CASE37792,4
FB022894,CASE22895,4
FB011790,CASE11791,3
FB043628,CASE43629,5
FB047118,CASE47119,5
FB017703,CASE17704,5
FB014474,CASE14475,5
FB022427,CASE22428,5
FB028883,CASE28884,5
FB005785,CASE05786,4
FB027395,CASE27396,3
FB005883,CASE05884,3
FB037911,CASE37912,4
FB007002,CASE07003,4
FB008801,CASE08802,4
FB039803,CASE39804,2
FB046757,CASE46758,5
FB034684,CASE34685,4
FB017117,CASE17118,4
FB031532,CASE31533,4
FB000268,CASE00269,5
FB003142,CASE03143,3
FB004800,CASE04801,3
FB035868,CASE35869,3
FB007422,CASE07423,3
FB021413,CASE21414,3
FB004396,CASE04397,3
FB002156,CASE02157,5
FB028372,CASE28373,4
FB032050,CASE32051,5
FB001441,CASE01442,5
FB025015,CASE25016,5
FB025072,CASE25073,5
FB027121,CASE27122,3
FB049882,CASE49883,4
FB019546,CASE19547,5
FB035893,CASE35894,5
FB013905,CASE13906,3
FB032947,CASE32948,3
FB015558,CASE15559,4
FB006527,CASE06528,4
FB049722,CASE49723,5
FB017487,CASE17488,5
FB037634,CASE37635,5
FB016966,CASE16967,4
FB012858,CASE12859,4
FB048444,CASE48445,5
FB011146,CASE11147,5
FB024050,CASE24051,3
FB001496,CASE01497,4
FB000733,CASE00734,4
FB044488,CASE44489,4
FB011903,CASE11904,5
FB011129,CASE11130,3
FB016794,CASE16795,5
FB033663,CASE33664,1
FB021063,CASE21064,3
FB002330,CASE02331,3
FB006328,CASE06329,1
FB048537,CASE48538,4
FB036840,CASE36841,4
FB002072,CASE02073,3
FB035883,CASE35884,4
FB019959,CASE19960,2
FB038707,CASE38708,4
FB023633,CASE23634,2
FB003219,CASE03220,3
FB028910,CASE28911,2
FB023847,CASE23848,5
FB045261,CASE45262,3
FB024888,CASE24889,4
FB004040,CASE04041,5
FB027396,CASE27397,4
FB026244,CASE26245,3
FB010410,CASE10411,5
FB041277,CASE41278,4
FB026419,CASE26420,4
FB000444,CASE00445,4
FB032613,CASE32614,5
FB011250,CASE11251,3
FB039232,CASE39233,3
FB040248,CASE40249,5
FB039372,CASE39373,4
FB013573,CASE13574,4
FB026815,CASE26816,4
FB048420,CASE48421,3
FB025217,CASE25218,4
FB001336,CASE01337,3
FB006564,CASE06565,3
FB004957,CASE04958,3
FB048693,CASE48694,5
FB003973,CASE03974,4
FB016109,CASE16110,4
FB022323,CASE22324,5
FB005964,CASE05965,2
FB031092,CASE31093,4
FB034344,CASE34345,4
FB018925,CASE18926,5
FB028612,CASE28613,5
FB021222,CASE21223,3
FB006991,CASE06992,4
FB029938,CASE29939,3
FB043704,CASE43705,3
FB001474,CASE01475,4
FB048990,CASE48991,3
FB024645,CASE24646,5
FB008857,CASE08858,3
FB010877,CASE10878,5
FB001553,CASE01554,4
FB037578,CASE37579,5
FB012689,CASE12690,4
FB025617,CASE25618,4
FB041109,CASE41110,4
FB031132,CASE31133,5
FB048803,CASE48804,2
FB006043,CASE06044,4
FB043547,CASE43548,3
FB028912,CASE28913,5
FB044032,CASE44033,4
FB000052,CASE00053,5
FB037954,CASE37955,2
FB000274,CASE00275,4
FB012231,CASE12232,5
FB013721,CASE13722,5
FB047340,CASE47341,3
FB008490,CASE08491,3
FB043142,CASE43143,4
FB025219,CASE25220,4
FB038951,CASE38952,1
FB021567,CASE21568,5
FB002119,CASE02120,4
FB047553,CASE47554,5
FB023725,CASE23726,5
FB025603,CASE25604,3
FB036283,CASE36284,4
FB021197,CASE21198,2
FB030433,CASE30434,5
FB034155,CASE34156,4
FB010454,CASE10455,4
FB015621,CASE15622,5
FB034509,CASE34510,4
FB017987,CASE17988,4
FB024597,CASE24598,3
FB005030,CASE05031,2
FB034548,CASE34549,4
FB014159,CASE14160,4
FB006363,CASE06364,5
FB040768,CASE40769,4
FB020643,CASE20644,3
FB015423,CASE15424,5
FB049039,CASE49040,3
FB021189,CASE21190,5
FB015080,CASE15081,5
FB015811,CASE15812,5
FB030748,CASE30749,4
FB036991,CASE36992,3
FB041059,CASE41060,1
FB039689,CASE39690,3
FB030315,CASE30316,5
FB031041,CASE31042,5
FB027317,CASE27318,3
FB013643,CASE13644,5
FB000452,CASE00453,5
FB036293,CASE36294,4
FB033102,CASE33103,1
FB032416,CASE32417,5
FB011206,CASE11207,3
FB011269,CASE11270,4
FB041775,CASE41776,4
FB029919,CASE29920,3
FB029748,CASE29749,3
FB011690,CASE11691,3
FB028356,CASE28357,5
FB012428,CASE12429,4
FB040272,CASE40273,4
FB012154,CASE12155,5
FB017248,CASE17249,5
FB015010,CASE15011,3
FB001878,CASE01879,4
FB033962,CASE33963,5
FB022497,CASE22498,4
FB046347,CASE46348,5
FB023890,CASE23891,4
FB029745,CASE29746,3
FB008476,CASE08477,5
FB044992,CASE44993,3
FB047798,CASE47799,4
FB031053,CASE31054,4
FB042391,CASE42392,3
FB006465,CASE06466,3
FB018527,CASE18528,5
FB041812,CASE41813,5
FB020779,CASE20780,5
FB017697,CASE17698,2
FB002532,CASE02533,4
FB043165,CASE43166,2
FB022147,CASE22148,4
FB035189,CASE35190,4
FB020347,CASE20348,5
FB013254,CASE13255,4
FB017162,CASE17163,4
FB048079,CASE48080,4
FB023876,CASE23877,5
FB033803,CASE33804,5
FB040092,CASE40093,5
FB012096,CASE12097,4
FB016201,CASE16202,3
FB039406,CASE39407,3
FB009588,CASE09589,4
FB037987,CASE37988,2
FB043143,CASE43144,4
FB044911,CASE44912,5
FB000023,CASE00024,5
FB039212,CASE39213,3
FB041018,CASE41019,3
FB022083,CASE22084,5
FB030271,CASE30272,4
FB017247,CASE17248,3
FB009132,CASE09133,3
FB036928,CASE36929,5
FB002807,CASE02808,4
FB032837,CASE32838,5
FB007328,CASE07329,3
FB013941,CASE13942,4
FB049491,CASE49492,3
FB026524,CASE26525,3
FB017612,CASE17613,4
FB035054,CASE35055,4
FB006875,CASE06876,3
FB006134,CASE06135,4
FB005944,CASE05945,3
FB009527,CASE09528,4
FB040132,CASE40133,4
FB038074,CASE38075,5
FB019966,CASE19967,4
FB027189,CASE27190,5
FB006216,CASE06217,4
FB041358,CASE41359,3
FB007654,CASE07655,5
FB006442,CASE06443,4
FB004508,CASE04509,5
FB023344,CASE23345,3
FB003600,CASE03601,3
FB014976,CASE14977,3
FB041805,CASE41806,5
FB035921,CASE35922,3
FB016822,CASE16823,1
FB006176,CASE06177,5
FB012986,CASE12987,5
FB027471,CASE27472,5
FB004738,CASE04739,4
FB001512,CASE01513,2
FB012843,CASE12844,3
FB009810,CASE09811,3
FB042421,CASE42422,5
FB009761,CASE09762,5
FB031434,CASE31435,5
FB034916,CASE34917,5
FB025983,CASE25984,4
FB019295,CASE19296,4
FB019670,CASE19671,4
FB000960,CASE00961,4
FB019217,CASE19218,5
FB035543,CASE35544,4
FB041604,CASE41605,3
FB005140,CASE05141,4
FB027108,CASE27109,1
FB013301,CASE13302,1
FB002306,CASE02307,3
FB042385,CASE42386,3
FB034257,CASE34258,4
FB046038,CASE46039,4
FB016840,CASE16841,3
FB001839,CASE01840,1
FB008500,CASE08501,5
FB036606,CASE36607,1
FB026980,CASE26981,5
FB020928,CASE20929,1
FB001563,CASE01564,4
FB028005,CASE28006,4
FB032759,CASE32760,4
FB013581,CASE13582,4
FB024382,CASE24383,5
FB021713,CASE21714,3
FB032824,CASE32825,4
FB035171,CASE35172,4
FB046913,CASE46914,5
FB007325,CASE07326,5
FB035606,CASE35607,4
FB046909,CASE46910,3
FB043586,CASE43587,5
FB030072,CASE30073,3
FB019789,CASE19790,4
FB025292,CASE25293,2
FB016140,CASE16141,4
FB040252,CASE40253,5
FB034494,CASE34495,4
FB002138,CASE02139,5
FB017641,CASE17642,4
FB014704,CASE14705,5
FB011887,CASE11888,4
FB011511,CASE11512,4
FB047417,CASE47418,4
FB021906,CASE21907,1
FB033634,CASE33635,2
FB005643,CASE05644,5
FB027154,CASE27155,3
FB004020,CASE04021,4
FB015864,CASE15865,4
FB007380,CASE07381,4
FB005450,CASE05451,5
FB019035,CASE19036,3
FB029216,CASE29217,5
FB031967,CASE31968,5
FB007580,CASE07581,2
FB034486,CASE34487,4
FB012114,CASE12115,1
FB047351,CASE47352,5
FB042855,CASE42856,4
FB041510,CASE41511,5
FB019559,CASE19560,4
FB044698,CASE44699,5
FB002142,CASE02143,3
FB028254,CASE28255,5
FB010264,CASE10265,5
FB020338,CASE20339,5
FB002273,CASE02274,3
FB021476,CASE21477,5
FB033072,CASE33073,5
FB043152,CASE43153,4
FB011086,CASE11087,4
FB015190,CASE15191,4
FB030350,CASE30351,3
FB040313,CASE40314,5
FB000309,CASE00310,3
FB029887,CASE29888,4
FB048510,CASE48511,5
FB001348,CASE01349,5
FB029701,CASE29702,5
FB030674,CASE30675,4
FB033253,CASE33254,5
FB041916,CASE41917,5
FB045963,CASE45964,1
FB039160,CASE39161,4
FB012829,CASE12830,4
FB008482,CASE08483,5
FB018512,CASE18513,1
FB004387,CASE04388,4
FB029862,CASE29863,4
FB016745,CASE16746,1
FB020692,CASE20693,3
FB027814,CASE27815,4
FB022924,CASE22925,5
FB003639,CASE03640,4
FB035174,CASE35175,5
FB048488,CASE48489,5
FB039675,CASE39676,5
FB010963,CASE10964,5
FB027267,CASE27268,4
FB028291,CASE28292,5
FB016869,CASE16870,5
FB001113,CASE01114,5
FB034711,CASE34712,5
FB024344,CASE24345,4
FB021867,CASE21868,4
FB029071,CASE29072,4
FB004456,CASE04457,4
FB024716,CASE24717,1
FB042665,CASE42666,5
FB011082,CASE11083,5
FB013438,CASE13439,5
FB042784,CASE42785,4
FB024043,CASE24044,3
FB042160,CASE42161,3
FB020979,CASE20980,5
FB007721,CASE07722,4
FB038052,CASE38053,5
FB011126,CASE11127,3
FB031715,CASE31716,4
FB027270,CASE27271,5
FB020632,CASE20633,4
FB010107,CASE10108,5
FB034026,CASE34027,4
FB021670,CASE21671,4
FB038719,CASE38720,4
FB047484,CASE47485,4
FB017532,CASE17533,4
FB047275,CASE47276,4
FB002091,CASE02092,5
FB048939,CASE48940,1
FB038493,CASE38494,2
FB022288,CASE22289,4
FB032221,CASE32222,5
FB047424,CASE47425,5
FB042271,CASE42272,4
FB025328,CASE25329,5
FB032927,CASE32928,2
FB023904,CASE23905,5
FB010065,CASE10066,3
FB035484,CASE35485,4
FB015356,CASE15357,5
FB004824,CASE04825,4
FB027805,CASE27806,5
FB029636,CASE29637,2
FB046914,CASE46915,5
FB047768,CASE47769,4
FB033815,CASE33816,5
FB010307,CASE10308,4
FB029589,CASE29590,4
FB015750,CASE15751,3
FB009010,CASE09011,4
FB006456,CASE06457,3
FB041454,CASE41455,5
FB020212,CASE20213,3
FB007579,CASE07580,4
FB022171,CASE22172,3
FB030730,CASE30731,4
FB036269,CASE36270,2
FB028012,CASE28013,5
FB035559,CASE35560,5
FB004592,CASE04593,3
FB007388,CASE07389,2
FB044988,CASE44989,4
FB006330,CASE06331,4
FB008426,CASE08427,3
FB000768,CASE00769,5
FB021018,CASE21019,4
FB033790,CASE33791,4
FB037431,CASE37432,5
FB041740,CASE41741,5
FB043865,CASE43866,2
FB034665,CASE34666,5
FB042163,CASE42164,1
FB044378,CASE44379,5
FB043078,CASE43079,4
FB028269,CASE28270,3
FB035297,CASE35298,2
FB013124,CASE13125,5
FB013694,CASE13695,5
FB007720,CASE07721,2
FB009330,CASE09331,4
FB035802,CASE35803,5
FB014001,CASE14002,2
FB028990,CASE28991,5
FB021100,CASE21101,4
FB015297,CASE15298,3
FB017102,CASE17103,4
FB013032,CASE13033,5
FB046181,CASE46182,5
FB038593,CASE38594,5
FB020664,CASE20665,5
FB032902,CASE32903,4
FB043754,CASE43755,3
FB007755,CASE07756,5
FB046177,CASE46178,3
FB043538,CASE43539,1
FB044484,CASE44485,5
FB015145,CASE15146,4
FB043407,CASE43408,4
FB049343,CASE49344,5
FB023768,CASE23769,4
FB009974,CASE09975,4
FB027297,CASE27298,5
FB046650,CASE46651,5
FB024562,CASE24563,4
FB024865,CASE24866,5
FB000623,CASE00624,4
FB009281,CASE09282,5
FB013363,CASE13364,2
FB017079,CASE17080,5
FB002408,CASE02409,5
FB022583,CASE22584,3
FB000342,CASE00343,5
FB041947,CASE41948,4
FB031168,CASE31169,5
FB040905,CASE40906,5
FB032285,CASE32286,5
FB030018,CASE30019,5
FB030905,CASE30906,4
FB020487,CASE20488,4
FB015889,CASE15890,3
FB007685,CASE07686,4
FB040346,CASE40347,5
FB019986,CASE19987,5
FB037424,CASE37425,2
FB044337,CASE44338,2
FB028403,CASE28404,5
FB007665,CASE07666,5
